room,alias,question,answer
o1ZeW,5ec7ba4d034d260470bf98a6,2,No
qVTWI,5cc99b0973d6e70001c2fc87,1,40%
c3knq,5d10eaf23afd390019075267,5,Unclear
o1ZeW,5ec7ba4d034d260470bf98a6,3,Higher
qVTWI,5cc99b0973d6e70001c2fc87,5,DefiniteNo
o1ZeW,5ec7ba4d034d260470bf98a6,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
o1ZeW,5ec7ba4d034d260470bf98a6,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
o1ZeW,5ec7ba4d034d260470bf98a6,4,"Accept - false, MixBlue - false, MixRed - true, Reject - true, Unclear - false,"
c3knq,5d10eaf23afd390019075267,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
o1ZeW,5ec7ba4d034d260470bf98a6,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
o1ZeW,5ec7ba4d034d260470bf98a6,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
qVTWI,5cc99b0973d6e70001c2fc87,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
c3knq,5d10eaf23afd390019075267,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
qVTWI,5cc99b0973d6e70001c2fc87,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
qVTWI,5cc99b0973d6e70001c2fc87,2,No
K4KFo,5f930b70b1d0300846750449,1,40%
K4KFo,5f930b70b1d0300846750449,3,Higher
c3knq,5d10eaf23afd390019075267,2,No
K4KFo,5f930b70b1d0300846750449,2,No
qVTWI,5cc99b0973d6e70001c2fc87,3,Lower
qVTWI,5cc99b0973d6e70001c2fc87,3,Higher
K4KFo,5f930b70b1d0300846750449,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
K4KFo,5f930b70b1d0300846750449,5,DefiniteNo
c3knq,5d10eaf23afd390019075267,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
c3knq,5d10eaf23afd390019075267,3,Higher
7OUBU,5f36e3d19ff99d12681ffca7,1,40%
7OUBU,5f36e3d19ff99d12681ffca7,5,Unclear
7OUBU,5f36e3d19ff99d12681ffca7,3,Higher
7OUBU,5f36e3d19ff99d12681ffca7,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
7OUBU,5f36e3d19ff99d12681ffca7,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
7OUBU,5f36e3d19ff99d12681ffca7,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
7OUBU,5f36e3d19ff99d12681ffca7,4,"Accept - false, MixBlue - false, MixRed - true, Reject - true, Unclear - false,"
7OUBU,5f36e3d19ff99d12681ffca7,2,Yes
7OUBU,5f36e3d19ff99d12681ffca7,2,No
7OUBU,5f36e3d19ff99d12681ffca7,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
7OUBU,5f36e3d19ff99d12681ffca7,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
7OUBU,5f36e3d19ff99d12681ffca7,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
o1ZeW,5f3e9f121e84430ec9310a7b,1,40%
o1ZeW,5f3e9f121e84430ec9310a7b,2,Yes
K4KFo,5b66ce776f0d0400010d678d,3,Higher
ImUC8,5de9ca3319398a0f991c84cb,1,40%
ImUC8,5de9ca3319398a0f991c84cb,2,No
K4KFo,5b66ce776f0d0400010d678d,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
K4KFo,5b66ce776f0d0400010d678d,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
ImUC8,5de9ca3319398a0f991c84cb,5,SomeChance
LJlV0,5f1c72e25a26d503c77bfdc9,1,40%
ImUC8,5de9ca3319398a0f991c84cb,3,Higher
o1ZeW,5f3e9f121e84430ec9310a7b,3,Lower
K4KFo,5b66ce776f0d0400010d678d,5,DefiniteNo
ImUC8,5de9ca3319398a0f991c84cb,3,Same
K4KFo,5b66ce776f0d0400010d678d,2,No
o1ZeW,5f3e9f121e84430ec9310a7b,2,No
ImUC8,5de9ca3319398a0f991c84cb,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
ImUC8,5de9ca3319398a0f991c84cb,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
LJlV0,5f1c72e25a26d503c77bfdc9,5,SomeChance
o1ZeW,5f3e9f121e84430ec9310a7b,3,Higher
ImUC8,5de9ca3319398a0f991c84cb,5,DefiniteNo
o1ZeW,5f3e9f121e84430ec9310a7b,5,DefiniteNo
o1ZeW,5f3e9f121e84430ec9310a7b,5,Unclear
IXcVj,5edaa52a54fe056e4bc55408,1,40%
xibT2,5f1c72e25a26d503c77bfdc9,1,40%
xibT2,5f1c72e25a26d503c77bfdc9,3,Lower
snsT7,559c3ad8fdf99b32b55f2d32,1,40%
snsT7,559c3ad8fdf99b32b55f2d32,3,Higher
snsT7,559c3ad8fdf99b32b55f2d32,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
snsT7,559c3ad8fdf99b32b55f2d32,2,Yes
snsT7,559c3ad8fdf99b32b55f2d32,5,SomeChance
snsT7,559c3ad8fdf99b32b55f2d32,5,undefined
snsT7,559c3ad8fdf99b32b55f2d32,5,undefined
snsT7,559c3ad8fdf99b32b55f2d32,5,DefiniteYes
snsT7,559c3ad8fdf99b32b55f2d32,5,DefiniteNo
snsT7,559c3ad8fdf99b32b55f2d32,2,No
IXcVj,5edaa52a54fe056e4bc55408,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
IXcVj,5edaa52a54fe056e4bc55408,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
IXcVj,5edaa52a54fe056e4bc55408,3,Higher
IXcVj,5edaa52a54fe056e4bc55408,5,DefiniteNo
IXcVj,5edaa52a54fe056e4bc55408,2,Unclear
IXcVj,5edaa52a54fe056e4bc55408,2,Yes
IXcVj,5edaa52a54fe056e4bc55408,2,No
ym85h,5b66ce776f0d0400010d678d,1,40%
IXcVj,5edaa52a54fe056e4bc55408,5,Unclear
ym85h,5b66ce776f0d0400010d678d,2,No
ym85h,5b66ce776f0d0400010d678d,3,Lower
ym85h,5b66ce776f0d0400010d678d,5,DefiniteNo
ym85h,5b66ce776f0d0400010d678d,3,Lower
ym85h,5b66ce776f0d0400010d678d,3,Higher
ym85h,5b66ce776f0d0400010d678d,5,Unclear
ym85h,5b66ce776f0d0400010d678d,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
ym85h,5b66ce776f0d0400010d678d,4,"Accept - false, MixBlue - false, MixRed - true, Reject - true, Unclear - false,"
ym85h,5b66ce776f0d0400010d678d,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
ym85h,5b66ce776f0d0400010d678d,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
ym85h,5b66ce776f0d0400010d678d,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
snsT7,5fc40b4048608b3785cc0e6e,1,30%
snsT7,5fc40b4048608b3785cc0e6e,1,30%
ehrCL,5e9ddc4566276314b99e15b1,1,40%
q4Huc,5f1c72e25a26d503c77bfdc9,1,40%
snsT7,5fc40b4048608b3785cc0e6e,2,Yes
snsT7,5fc40b4048608b3785cc0e6e,2,Yes
snsT7,5fc40b4048608b3785cc0e6e,3,Lower
snsT7,5fc40b4048608b3785cc0e6e,3,Lower
snsT7,5fc40b4048608b3785cc0e6e,2,undefined
snsT7,5fc40b4048608b3785cc0e6e,2,undefined
snsT7,5fc40b4048608b3785cc0e6e,2,No
snsT7,5fc40b4048608b3785cc0e6e,2,No
snsT7,5fc40b4048608b3785cc0e6e,5,SomeChance
snsT7,5fc40b4048608b3785cc0e6e,5,SomeChance
snsT7,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
snsT7,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
snsT7,5fc40b4048608b3785cc0e6e,1,70%
snsT7,5fc40b4048608b3785cc0e6e,1,70%
snsT7,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
snsT7,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
q4Huc,5f1c72e25a26d503c77bfdc9,3,Higher
snsT7,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
snsT7,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
snsT7,5fc40b4048608b3785cc0e6e,1,60%
snsT7,5fc40b4048608b3785cc0e6e,1,60%
ym85h,5c1c157f77936700018284b7,1,40%
snsT7,5fc40b4048608b3785cc0e6e,5,SomeChance
ehrCL,5e9ddc4566276314b99e15b1,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
snsT7,5fc40b4048608b3785cc0e6e,3,Lower
q4Huc,5f1c72e25a26d503c77bfdc9,5,DefiniteNo
snsT7,5fc40b4048608b3785cc0e6e,1,40%
snsT7,5fc40b4048608b3785cc0e6e,1,40%
snsT7,5fc40b4048608b3785cc0e6e,5,DefiniteYes
snsT7,5fc40b4048608b3785cc0e6e,5,DefiniteYes
snsT7,5fc40b4048608b3785cc0e6e,5,DefiniteNo
snsT7,5fc40b4048608b3785cc0e6e,5,DefiniteNo
snsT7,5fc40b4048608b3785cc0e6e,3,Higher
snsT7,5fc40b4048608b3785cc0e6e,3,Higher
ym85h,5c1c157f77936700018284b7,3,Higher
95CQz,5ced8f96a726ed0015d31452,1,40%
95CQz,5ced8f96a726ed0015d31452,2,No
ym85h,5c1c157f77936700018284b7,2,No
95CQz,5ced8f96a726ed0015d31452,3,Higher
95CQz,5ced8f96a726ed0015d31452,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
Bbd84,5ca24832cc13cf0017659a7a,1,40%
q4Huc,5f1c72e25a26d503c77bfdc9,2,No
95CQz,5ced8f96a726ed0015d31452,5,Unclear
ehrCL,5e9ddc4566276314b99e15b1,5,SomeChance
Bbd84,5fb327660f80c1a4d39fada2,1,40%
ym85h,5c1c157f77936700018284b7,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
ehrCL,5e9ddc4566276314b99e15b1,5,DefiniteNo
f0Iyv,5fef2bd56a365725049e5f5a,1,70%
Bbd84,5ca24832cc13cf0017659a7a,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
1gJ51,5f48e9e36d9c7b3b69c5ed4f,1,60%
f0Iyv,5fef2bd56a365725049e5f5a,3,Higher
ehrCL,5e9ddc4566276314b99e15b1,2,No
1gJ51,5cacd539c8e337001dbf3bd1,1,40%
Bbd84,5fb327660f80c1a4d39fada2,2,No
ym85h,5c1c157f77936700018284b7,5,DefiniteNo
3uKkb,5ea63c8ef78a7164acfa7599,1,60%
q4Huc,5f1c72e25a26d503c77bfdc9,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
f0Iyv,5dd953dfcf08aa8dc50bb427,1,40%
f0Iyv,5fef2bd56a365725049e5f5a,5,DefiniteYes
1gJ51,5cacd539c8e337001dbf3bd1,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
ym85h,5c1c157f77936700018284b7,5,Unclear
blXfz,5ade0203066c510001d42abf,1,40%
f0Iyv,5fef2bd56a365725049e5f5a,5,Unclear
Bbd84,5ca24832cc13cf0017659a7a,3,Higher
f0Iyv,5fef2bd56a365725049e5f5a,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
1gJ51,5f48e9e36d9c7b3b69c5ed4f,4,"Accept - true, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
EWK88,58cc6e1293dac30001d4abc6,1,60%
3uKkb,5ea63c8ef78a7164acfa7599,5,DefiniteYes
pmoir,5bed01c8306ec30001fb80e2,1,40%
1gJ51,5cacd539c8e337001dbf3bd1,2,No
blXfz,5ade0203066c510001d42abf,3,Higher
f0Iyv,5fef2bd56a365725049e5f5a,2,Yes
f0Iyv,5fef2bd56a365725049e5f5a,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
3uKkb,5ea63c8ef78a7164acfa7599,5,Unclear
Bbd84,5ca24832cc13cf0017659a7a,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
f0Iyv,5fef2bd56a365725049e5f5a,1,50%
f0Iyv,5fef2bd56a365725049e5f5a,1,40%
blXfz,5ade0203066c510001d42abf,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
1gJ51,5f48e9e36d9c7b3b69c5ed4f,5,DefiniteYes
ehrCL,5f07dba182caac000c48bc84,1,40%
pmoir,5bed01c8306ec30001fb80e2,3,Lower
f0Iyv,5fef2bd56a365725049e5f5a,2,Unclear
EWK88,58cc6e1293dac30001d4abc6,5,DefiniteNo
1gJ51,5cacd539c8e337001dbf3bd1,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
3uKkb,5ea63c8ef78a7164acfa7599,1,40%
f0Iyv,5fef2bd56a365725049e5f5a,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
f0Iyv,5fef2bd56a365725049e5f5a,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
Bbd84,5ca24832cc13cf0017659a7a,2,Yes
f0Iyv,5fef2bd56a365725049e5f5a,2,No
pmoir,5bed01c8306ec30001fb80e2,3,Higher
1gJ51,5cacd539c8e337001dbf3bd1,5,DefiniteNo
f0Iyv,5fef2bd56a365725049e5f5a,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - true,"
ehrCL,5f07dba182caac000c48bc84,5,DefiniteNo
blXfz,5ade0203066c510001d42abf,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
f0Iyv,5dd953dfcf08aa8dc50bb427,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
1gJ51,5f48e9e36d9c7b3b69c5ed4f,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
f0Iyv,5fef2bd56a365725049e5f5a,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
f0Iyv,5fef2bd56a365725049e5f5a,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
blXfz,5ade0203066c510001d42abf,5,DefiniteNo
3uKkb,5ea63c8ef78a7164acfa7599,3,Unknown
Bbd84,5ca24832cc13cf0017659a7a,2,No
ehrCL,5f07dba182caac000c48bc84,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
Wzhjt,5f509476d9432d01bc1add55,1,40%
f0Iyv,5fef2bd56a365725049e5f5a,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
1gJ51,5cacd539c8e337001dbf3bd1,3,Higher
3uKkb,5ea63c8ef78a7164acfa7599,3,Higher
1gJ51,5cacd539c8e337001dbf3bd1,5,Unclear
pmoir,5bed01c8306ec30001fb80e2,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
ehrCL,5f07dba182caac000c48bc84,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
f0Iyv,5fef2bd56a365725049e5f5a,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
ym85h,5c1c157f77936700018284b7,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
f0Iyv,5fef2bd56a365725049e5f5a,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
EWK88,58cc6e1293dac30001d4abc6,3,Higher
blXfz,5ade0203066c510001d42abf,2,No
FenxS,596e1af7a09655000197d4bb,1,30%
f0Iyv,5fef2bd56a365725049e5f5a,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
pmoir,5bed01c8306ec30001fb80e2,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
1gJ51,5f48e9e36d9c7b3b69c5ed4f,3,Unknown
ehrCL,5f07dba182caac000c48bc84,3,Higher
Wzhjt,5f509476d9432d01bc1add55,3,Higher
1gJ51,5f48e9e36d9c7b3b69c5ed4f,3,Higher
Bbd84,5fb327660f80c1a4d39fada2,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
ym85h,5c1c157f77936700018284b7,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
ym85h,5c1c157f77936700018284b7,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
EWK88,58cc6e1293dac30001d4abc6,2,No
ehrCL,5f07dba182caac000c48bc84,2,No
pmoir,5bed01c8306ec30001fb80e2,2,Yes
sxNRH,5781c15381f331000139a89e,1,40%
3uKkb,5ea63c8ef78a7164acfa7599,4,"Accept - true, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
Wzhjt,5f509476d9432d01bc1add55,2,No
Bbd84,5ca24832cc13cf0017659a7a,5,DefiniteNo
EWK88,5ebd8493184c88093860067a,1,60%
FenxS,5e2784b2cf46ff9ab1191cc9,1,40%
1gJ51,5f48e9e36d9c7b3b69c5ed4f,2,No
Bbd84,5ca24832cc13cf0017659a7a,5,Unclear
f0Iyv,5dd953dfcf08aa8dc50bb427,3,Higher
Nff1q,5f1c72e25a26d503c77bfdc9,1,40%
k88wE,5be0a65507684000010cf0f9,1,40%
Wzhjt,5f509476d9432d01bc1add55,5,DefiniteNo
Bbd84,5fb327660f80c1a4d39fada2,5,DefiniteNo
1gJ51,5f48e9e36d9c7b3b69c5ed4f,5,Unclear
EWK88,58cc6e1293dac30001d4abc6,5,Unclear
pmoir,5bed01c8306ec30001fb80e2,5,DefiniteNo
3uKkb,5ea63c8ef78a7164acfa7599,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
f0Iyv,5dd953dfcf08aa8dc50bb427,2,No
sxNRH,5781c15381f331000139a89e,2,No
1gJ51,5f48e9e36d9c7b3b69c5ed4f,1,40%
r6Px3,5fc40b4048608b3785cc0e6e,1,40%
r6Px3,5fc40b4048608b3785cc0e6e,3,Higher
EWK88,5ebd8493184c88093860067a,5,SomeChance
ehrCL,5e9ddc4566276314b99e15b1,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
Wzhjt,5cf308da81ea050017a6151e,1,40%
f0Iyv,5589ce75fdf99b18be3203d2,1,60%
3uKkb,5ea63c8ef78a7164acfa7599,2,Yes
k88wE,5be0a65507684000010cf0f9,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
r6Px3,5fc40b4048608b3785cc0e6e,2,No
f0Iyv,5589ce75fdf99b18be3203d2,1,40%
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
k88wE,5be0a65507684000010cf0f9,3,Higher
EWK88,58cc6e1293dac30001d4abc6,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
r6Px3,5fc40b4048608b3785cc0e6e,1,40%
r6Px3,5fc40b4048608b3785cc0e6e,3,Higher
FenxS,5e2784b2cf46ff9ab1191cc9,5,SomeChance
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
FenxS,596e1af7a09655000197d4bb,2,Yes
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
r6Px3,5fc40b4048608b3785cc0e6e,2,No
pmoir,5bed01c8306ec30001fb80e2,2,No
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
Nff1q,5f1c72e25a26d503c77bfdc9,3,Higher
Nff1q,5f1c72e25a26d503c77bfdc9,5,DefiniteNo
r6Px3,5fc40b4048608b3785cc0e6e,5,DefiniteNo
r6Px3,5fc40b4048608b3785cc0e6e,5,DefiniteNo
FenxS,596e1af7a09655000197d4bb,2,No
r6Px3,5fc40b4048608b3785cc0e6e,2,Unclear
r6Px3,5fc40b4048608b3785cc0e6e,2,Unclear
r6Px3,5fc40b4048608b3785cc0e6e,2,No
Wzhjt,5cf308da81ea050017a6151e,5,DefiniteNo
f0Iyv,5dd953dfcf08aa8dc50bb427,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
r6Px3,5fc40b4048608b3785cc0e6e,5,DefiniteNo
r8tUS,5920b1f62b529b00013f3214,1,30%
r6Px3,5fc40b4048608b3785cc0e6e,5,Unclear
r6Px3,5fc40b4048608b3785cc0e6e,5,Unclear
EWK88,58cc6e1293dac30001d4abc6,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
Wzhjt,5f509476d9432d01bc1add55,4,"Accept - true, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
3uKkb,5ea63c8ef78a7164acfa7599,2,No
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - true,"
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - true,"
ehrCL,5e9ddc4566276314b99e15b1,3,Unknown
FenxS,5e2784b2cf46ff9ab1191cc9,2,Unclear
FenxS,596e1af7a09655000197d4bb,5,DefiniteNo
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
sxNRH,5781c15381f331000139a89e,5,DefiniteNo
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
Nff1q,5f1c72e25a26d503c77bfdc9,2,No
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
Bbd84,5fb327660f80c1a4d39fada2,3,Higher
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
ehrCL,5e9ddc4566276314b99e15b1,3,Higher
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
EWK88,5ebd8493184c88093860067a,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
r8tUS,5920b1f62b529b00013f3214,1,40%
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
f0Iyv,5dd953dfcf08aa8dc50bb427,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
Bbd84,5fb327660f80c1a4d39fada2,5,Unclear
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
FenxS,5e2784b2cf46ff9ab1191cc9,2,No
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
ehrCL,5dfcfabe2b12bd9d55590694,1,60%
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
Wzhjt,5cf308da81ea050017a6151e,3,Higher
EWK88,58cc6e1293dac30001d4abc6,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
Nff1q,5f1c72e25a26d503c77bfdc9,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
Nff1q,5f1c72e25a26d503c77bfdc9,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - true,"
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
q4Huc,5d2fb8f7034d7d000164bd18,1,30%
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
EWK88,58cc6e1293dac30001d4abc6,1,40%
k88wE,5be0a65507684000010cf0f9,3,Lower
f0Iyv,5dd953dfcf08aa8dc50bb427,5,SomeChance
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
Bbd84,5fb327660f80c1a4d39fada2,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
Bbd84,5fb327660f80c1a4d39fada2,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
f0Iyv,5dd953dfcf08aa8dc50bb427,5,Unclear
ehrCL,5dfcfabe2b12bd9d55590694,2,No
EWK88,58cc6e1293dac30001d4abc6,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
1gJ51,5e74f18520ab35040b41d526,1,40%
Wzhjt,5f509476d9432d01bc1add55,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
k88wE,5be0a65507684000010cf0f9,2,Yes
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
r8tUS,5920b1f62b529b00013f3214,3,Higher
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
jUqZ8,5eb70ee80df8f662dffe22d5,5,DefiniteNo
r6Px3,5fc40b4048608b3785cc0e6e,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
f0Iyv,5589ce75fdf99b18be3203d2,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
jUqZ8,5eb70ee80df8f662dffe22d5,1,40%
Wzhjt,5f509476d9432d01bc1add55,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
